name,description,initials,teachers
Pensar la Artesanía. Bases para la Comprensión y Acción,Pensar la Artesanía. Bases para la Comprensión y Acción,DNO044,['Elena Alfaro']
Design Bootcamp: Herramientas y Métodos Prácticos para Innovar,Design Bootcamp: Herramientas y Métodos Prácticos para Innovar,DNO048,['Paula Wuth']
Nuevas Tendencias en el Diseño de Carteles,Nuevas Tendencias en el Diseño de Carteles,DNO050,['Alejandra Amenabar']
Seminario de Titulo,Seminario de Titulo,DNO0511,['Jose Allard']
Practica Profesional - Servicio,Practica Profesional - Servicio,DNO0512,['Zinnia Silva']
Ilustración Creativa,Ilustración Creativa,DNO052,['Javier Barriga;Michel Tumani']
Taller de Titulacion,Taller de Titulacion,DNO0521,['Alejandro Duran']
Introducción al Diseño de Servicios,Introducción al Diseño de Servicios,DNO053,['Maria Figueroa']
Historia de la Indumentaria,Historia de la Indumentaria,DNO061,['Sylvia Moreno']
El Textil Como Producto,El Textil Como Producto,DNO064,['Rosario Sanchez']
Diseño Inclusivo,Diseño Inclusivo,DNO065,['Maria Rico']
Programación Creativa para Diseño,Programación Creativa para Diseño,DNO069,['Ricardo Vega']
Infografía Digital,Infografía Digital,DNO075,['Felipe Cortez;Jorge Cortes']
Diseño para la Justicia Social y Medioambiental,Diseño para la Justicia Social y Medioambiental,DNO081,['Renato Bernasconi']
Diseño de Juegos,Diseño de Juegos,DNO083,['Gonzalo Morales;Antonio Villamandos']
Diseño y Manufactura Digital Cad/Cam II,Diseño y Manufactura Digital Cad/Cam II,DNO084,['Luis Andueza']
Psicología para el Diseño,Psicología para el Diseño,DNO085,['Juan Robles']
"Diseño, Género y Feminismos","Diseño, Género y Feminismos",DNO086,['Patricia Sanchez;Beatriz Leal']
Narrativas Inmersivas para el Aprendizaje y la Cooperación,Narrativas Inmersivas para el Aprendizaje y la Cooperación,DNO089,['Cristobal Avendaño']
Introducción al Diseño Regenerativo y los Biomateriales,Introducción al Diseño Regenerativo y los Biomateriales,DNO091,['Sebastian Rodriguez;Carolina Pacheco']
"Pasado Mañana, Taller de Diseño y Antropología de Futuros Posibles","Pasado Mañana, Taller de Diseño y Antropología de Futuros Posibles",DNO092,['Gerardo Mora;Jose Allard']
Taller de Introducción al Proyecto de Diseño,Taller de Introducción al Proyecto de Diseño,DNO1011,['Jose Allard;Florencia Toro;Marcela Mora;María Simian;José Guerra;Maria Hoces de la Guardia']
Técnicas de Representación,Técnicas de Representación,DNO1012,['Mario Ubilla;Javiera Vaccaro']
Introducción a la Investigación en Diseño,Introducción a la Investigación en Diseño,DNO1013,['Carola Zurob;Renato Bernasconi;Olga Fuentes']
Historias del Diseño y Sus Contextos Históricos,Historias del Diseño y Sus Contextos Históricos,DNO1014,['Pedro Alvarez;Sylvia Dummer']
Taller de Ideación y Formalización para el Diseño,Taller de Ideación y Formalización para el Diseño,DNO1021,['Rodrigo Ramirez;Magdalena Manriquez;Josefina Vidal;Nicolás Morales;Lizbeth Bravo;Gonzalo Morales']
Percepción y Composición,Percepción y Composición,DNO1022,['Maria Cox;Francisco Galvez']
"Diseño, Tecnología y Sociedad","Diseño, Tecnología y Sociedad",DNO1023,['Ricardo Vega;Daniela Moyano']
Taller de Problematización y Conceptualización para el Diseño,Taller de Problematización y Conceptualización para el Diseño,DNO1031,['Zinnia Silva;Maximiliano Contreras']
Laboratorio de Experimentación y Prototipado,Laboratorio de Experimentación y Prototipado,DNO1032,['Maximiliano Contreras;Catalina Fuenzalida']
Investigación para el Diseño,Investigación para el Diseño,DNO1033,['Carola Zurob;Gerardo Mora']
Diseño Crítico,Diseño Crítico,DNO1062,['Martin Tironi']
Pensamiento Computacional,Pensamiento Computacional,DNO1063,['Leonel Merino']
Convenio Duoc Uc-Diseño,Convenio Duoc Uc-Diseño,DNO150,['Dirección Docente']
Diseño por Computación I,Diseño por Computación I,DNO151P,['Zinnia Silva']
Proyecto Final de Graduación,Proyecto Final de Graduación,DNO3004,['Dirección Docente']
Desarrollo y Evaluación de Proyectos de Diseño,Desarrollo y Evaluación de Proyectos de Diseño,DNO3239,['Abel Benitez']
Detección de Necesidades,Detección de Necesidades,DNO3246,['Mariana Fulgueiras']
Investigación Aplicada para Proyectos de Diseño,Investigación Aplicada para Proyectos de Diseño,DNO3248,['Katherine Mollenhauer']
Ética: Un Desafío Personal y Profesional,Ética: Un Desafío Personal y Profesional,DNO3249,['Sylvia Dummer']
Diseño Orientado a los Servicios,Diseño Orientado a los Servicios,DNO3254,['Por Fijar']
The Design of High Impact Entrepreneurship,The Design of High Impact Entrepreneurship,DNO3255,['Por Fijar']
Metodologías y Tecnologías para la Innovación Social,Metodologías y Tecnologías para la Innovación Social,DNO3261,['Por Fijar']
Diseño y Estudios de Género,Diseño y Estudios de Género,DNO3291,['Beatriz Leal']
Diseño para la Planificación Estratégica,Diseño para la Planificación Estratégica,DNO3292,['Paula Wuth']
Food Design: el Diseño para la Innovación en Alimentos,Food Design: el Diseño para la Innovación en Alimentos,DNO3293,['Ignacio Rubio']
Acondicionamiento Fisico Con Pesas I,Acondicionamiento Fisico Con Pesas I,DPT5000,['David Montoya']
Entrenamiento Pesas Libres Halterofilia I,Entrenamiento Pesas Libres Halterofilia I,DPT5050,['Paulo Castro']
Atletismo I,Atletismo I,DPT5100,['Gerardo San Jose']
Basquetbol I,Basquetbol I,DPT5200,['Juan Soto']
Básquetbol Mujeres I,Básquetbol Mujeres I,DPT5205,['Juan Soto']
Básquetbol Hombres I,Básquetbol Hombres I,DPT5206,['Juan Soto']
Básquetbol II,Básquetbol II,DPT5251,['Juan Soto']
Fútbol I,Fútbol I,DPT5453,['Walter Valenzuela']
Fútbol Mujeres I,Fútbol Mujeres I,DPT5454,['Sebastian Acevedo']
Fútbol II,Fútbol II,DPT5456,['Pablo Pellicer']
Preparación Física y Recreación I,Preparación Física y Recreación I,DPT5502,['Edmundo Gomez']
Gimnasia Aeróbica I,Gimnasia Aeróbica I,DPT5705,['Ana Vargas']
Gimnasia Aeróbica Step I,Gimnasia Aeróbica Step I,DPT5755,['Ana Vargas']
Gimnasia Aeróbica Step A+S,Gimnasia Aeróbica Step A+S,DPT5756,['Ana Vargas']
Balonmano Mujeres I,Balonmano Mujeres I,DPT5806,['Francisco Valdebenito']
Balonmano Hombres I,Balonmano Hombres I,DPT5807,['Francisco Valdebenito']
Gimnasia Artistíca I,Gimnasia Artistíca I,DPT5901,['Felipe Cubillos']
Judo I,Judo I,DPT6000,['Luis Parra']
Judo II,Judo II,DPT6051,['Luis Parra']
Judo Defensa Personal,Judo Defensa Personal,DPT6100,['Luis Parra']
Karate I,Karate I,DPT6150,['Ramiro Chirino']
Tai-Chi,Tai-Chi,DPT6160,['Aznous Boisseranc']
Escalada Deportiva Nivel I,Escalada Deportiva Nivel I,DPT6270,['Felipe Serey']
Natación I,Natación I,DPT6300,['Luis Banados']
Natación II,Natación II,DPT6302,['Luis Banados']
Hidrogimnasia,Hidrogimnasia,DPT6351,['Luz Terreros']
Fútbol Sala I,Fútbol Sala I,DPT6381,['Ricardo Rodriguez']
Fútbol Sala II,Fútbol Sala II,DPT6384,['Ricardo Rodriguez']
Rugby I,Rugby I,DPT6400,['Daniel Barra']
Tenis I,Tenis I,DPT6500,['Francisca Echeverría']
Tenis II,Tenis II,DPT6555,['Francisca Echeverría']
Tenis de Mesa I,Tenis de Mesa I,DPT6560,['Nicolas Horta']
Voleibol I,Voleibol I,DPT6700,['Patricio Osorio']
Vóleibol Playa I,Vóleibol Playa I,DPT6760,['Patricio Osorio']
Hockey Césped I,Hockey Césped I,DPT6805,['Daniel Barra']
Danza Estilo Libre I,Danza Estilo Libre I,DPT6840,['Denisse Ortiz']
Ajedrez I,Ajedrez I,DPT6900,['David Martinez']
Selección de Ajedrez,Selección de Ajedrez,DPT7005,['David Martinez']
Selección de Atletismo Mujeres,Selección de Atletismo Mujeres,DPT7055,['Gerardo San Jose']
Selección de Atletismo Hombres,Selección de Atletismo Hombres,DPT7060,['Gerardo San Jose']
Selección de Básquetbol Muejeres,Selección de Básquetbol Muejeres,DPT7160,['Moises Serrano']
Selección de Básquetbol Hombres,Selección de Básquetbol Hombres,DPT7170,['Luis Sandoval']
Selección de Fútbol Mujeres,Selección de Fútbol Mujeres,DPT7260,['Jorge Perez']
Selección de Fútbol Hombres,Selección de Fútbol Hombres,DPT7270,['Pablo Pellicer']
Selección de Balonmano Mujeres,Selección de Balonmano Mujeres,DPT7355,['Rodrigo Ortiz']
Selección de Balonmano Hombres,Selección de Balonmano Hombres,DPT7360,['Francisco Valdebenito']
Selección de Escalada Deportiva Hombres,Selección de Escalada Deportiva Hombres,DPT7375,['Felipe Serey']
Selección de Escalada Deportiva Mujeres,Selección de Escalada Deportiva Mujeres,DPT7380,['Felipe Serey']
Selección de Judo Hombres,Selección de Judo Hombres,DPT7460,['Luis Parra']
Selección de Judo Mujeres,Selección de Judo Mujeres,DPT7470,['Luis Parra']
Seleción de Karate Mujeres,Seleción de Karate Mujeres,DPT7525,['Ramiro Chirino']
Selección de Karate Hombres,Selección de Karate Hombres,DPT7535,['Ramiro Chirino']
Selección de Gimnasia Artística Mujeres,Selección de Gimnasia Artística Mujeres,DPT7665,['Felipe Cubillos']
Selección de Gimnasia Artística Hombres,Selección de Gimnasia Artística Hombres,DPT7675,['Felipe Cubillos']
Selección de Gimansia Rítmica,Selección de Gimansia Rítmica,DPT7710,['Karina Torres']
Selección de Natación Mujeres,Selección de Natación Mujeres,DPT7815,['Luis Banados']
Selección de Natación Hombres,Selección de Natación Hombres,DPT7825,['Luis Banados']
Selección de Tenis Hombres,Selección de Tenis Hombres,DPT7875,['Hugo Miranda']
Selección de Tenis Mujeres,Selección de Tenis Mujeres,DPT7885,['Francisca Echeverría']
Selección de Tenis de Mesa Mujeres,Selección de Tenis de Mesa Mujeres,DPT7915,['Manuel Sepulveda']
Selección de Tenis de Mesa Hombres,Selección de Tenis de Mesa Hombres,DPT7925,['Manuel Sepulveda']
Selección de Vóleibol Hombres,Selección de Vóleibol Hombres,DPT7955,['José Salinas']
Selección de Vóleibol Mujeres,Selección de Vóleibol Mujeres,DPT7960,['Tamara Saez']
Selección de Vóleibol Playa Mujeres,Selección de Vóleibol Playa Mujeres,DPT8025,['Patricio Osorio']
Selección de Vóleibol Playa Hombres,Selección de Vóleibol Playa Hombres,DPT8035,['Patricio Osorio']
Selección de Rugby Mujeres,Selección de Rugby Mujeres,DPT8065,['Edmundo Gomez']
Selección de Rugby Hombres,Selección de Rugby Hombres,DPT8075,['Jorge Alvarado']
Selección de Hockey Césped Mujeres,Selección de Hockey Césped Mujeres,DPT8110,['Daniel Barra']
Selección de Cross Country Mujeres,Selección de Cross Country Mujeres,DPT8165,['Guillermo Gajardo']
Selección de Cross Country Hombres,Selección de Cross Country Hombres,DPT8175,['Cesar Diaz']
Selección de Fútbol Sala Mujeres,Selección de Fútbol Sala Mujeres,DPT8310,['Hugo Ibarra']
Selección de Fútbol Sala Hombres,Selección de Fútbol Sala Hombres,DPT8315,['Ricardo Rodriguez']
Selección de Halterofilia Mujeres,Selección de Halterofilia Mujeres,DPT8415,['Paulo Castro']
Selección de Halterofilia Hombres,Selección de Halterofilia Hombres,DPT8425,['Paulo Castro']
Selección Deportiva No Tradicional,Selección Deportiva No Tradicional,DPT8455,['Guillermo Gajardo']
Expresión Corporal y Foclor I,Expresión Corporal y Foclor I,DPT9015,['Ana Martinez']
"Liderazgo, Juegos y Recreación I","Liderazgo, Juegos y Recreación I",DPT9035,['Luis Ibanez']
"Actividad Física, Deporte y Salud","Actividad Física, Deporte y Salud",DPT9045,['Andres Serrano']
"Intro a la Práctica Deportiva para Personas Con Discapacidad Visual, Motora e Intelectual Niv Básico","Intro a la Práctica Deportiva para Personas Con Discapacidad Visual, Motora e Intelectual Niv Básico",DPT9055,['Maria Carvajal']
"Embajadores de Cambio, para Una Vida Activa","Embajadores de Cambio, para Una Vida Activa",DPT9065,['Veronica Cortes']
Motricidad en el Ciclo Vital I,Motricidad en el Ciclo Vital I,DPT9335,['Claudia Marin']
Practica Basica,Practica Basica,EAA100P,['Nora Caceres']
Comportamiento Organizacional,Comportamiento Organizacional,EAA1110,['Sergio Valenzuela']
Contabilidad,Contabilidad,EAA1210,['Julio Galvez']
Fundamentos de Finanzas,Fundamentos de Finanzas,EAA1220,['Fernando Hernandez']
Probabilidad y Estadística,Probabilidad y Estadística,EAA1510,['Cristian Vasquez']
Inferencia Estadística,Inferencia Estadística,EAA1520,['Maria Vicuna']
Taller de Computación I,Taller de Computación I,EAA162C,['Juan Ramirez']
Taller de Computación II,Taller de Computación II,EAA163C,['Mauricio Dabdoub']
Practica Profesional,Practica Profesional,EAA200P,['Nora Caceres']
Tópicos para Emprender I: Marketing y Servicios,Tópicos para Emprender I: Marketing y Servicios,EAA201E,['Maria Lecaros']
Estrategia de la Innovación,Estrategia de la Innovación,EAA207C,['Gaston Llanes']
Desafios en la Creacion de Empresas,Desafios en la Creacion de Empresas,EAA208E,['Catalina Hernandez']
Innovación y Cambio Climático,Innovación y Cambio Climático,EAA2092,['Carlos Marinetti']
Estrategias de Negociación,Estrategias de Negociación,EAA209C,['Juan Mercy']
Design Thinking para los Negocios,Design Thinking para los Negocios,EAA209L,['Paula Broitman']
Fundamentos de Gestion Financiera,Fundamentos de Gestion Financiera,EAA210E,['Ana Menchaca']
Dirección de Personas,Dirección de Personas,EAA2110,['Andres Raineri']
Empresa y Legislacion,Empresa y Legislacion,EAA218A,['Karin Moore']
Finanzas I,Finanzas I,EAA220B,['Marcela Valenzuela']
Teoría Financiera,Teoría Financiera,EAA2210,['David Buchuk']
Contabilidad de Costos,Contabilidad de Costos,EAA2220,['Belen Garro']
Mercado de Capitales,Mercado de Capitales,EAA222F,['Alejandro Kaplan']
Empresa y Legislación,Empresa y Legislación,EAA2230,['Karin Moore']
Contabilidad Gerencial,Contabilidad Gerencial,EAA223A,['Marta Del Sante']
Contabilidad Gerencial,Contabilidad Gerencial,EAA2240,['Marta Del Sante']
Inversiones de Renta Fija,Inversiones de Renta Fija,EAA2245,['David Buchuk']
Seminario de Finanzas,Seminario de Finanzas,EAA224A,['Rodrigo Muñoz']
Valoración Financiera de Empresas,Valoración Financiera de Empresas,EAA2260,['Max Errazuriz;Maximo Errazuriz']
Mercados I,Mercados I,EAA230A,['Luis Palacios']
Fundamentos de Marketing,Fundamentos de Marketing,EAA2310,['Luis Palacios']
Marketing Analytics,Marketing Analytics,EAA2320,['Pablo Marshall']
Administracion de Recursos Humanos,Administracion de Recursos Humanos,EAA240A,['Andres Raineri']
Estrategia de la Organización,Estrategia de la Organización,EAA2410,['Gustavo Saraiva']
Estrategia Competitiva,Estrategia Competitiva,EAA2420,['Andres Gonzalez']
Metodos de Optimizacion,Metodos de Optimizacion,EAA251A,['Simón Maturana']
Sociedad Civil y Filantropía,Sociedad Civil y Filantropía,EAA2841,['Armando Holzapfel;Paula Streeter']
Derecho de la Empresa,Derecho de la Empresa,EAA284A,['Karin Moore']
Estudios de Administración de Empresas I,Estudios de Administración de Empresas I,EAA296A,['Por Fijar']
"Liderazgo, Gestión del Cambio y Cultura Organizacional","Liderazgo, Gestión del Cambio y Cultura Organizacional",EAA3009,['(Sin Profesores)']
Legislación y Relaciones Laborales,Legislación y Relaciones Laborales,EAA3020,['Rodrigo Azócar']
Liderazgo y Competencias para Recursos Humanos,Liderazgo y Competencias para Recursos Humanos,EAA3022,['Juan Cortés']
Negociación y Resolución de Conflictos,Negociación y Resolución de Conflictos,EAA3023,['Edgar Kausel']
Aplicaciones de Métodos Estadísticos en la Gestión de Recursos Humanos,Aplicaciones de Métodos Estadísticos en la Gestión de Recursos Humanos,EAA3051,['Raicho Bojilov']
Direccion de Empresas y Estrategia,Direccion de Empresas y Estrategia,EAA305A,['Jose Rivera']
Creacion de Nuevas Empresas,Creacion de Nuevas Empresas,EAA305E,['Felix Halcartegaray']
Liderazgo Estratégico,Liderazgo Estratégico,EAA3101,['Veronica Vasquez']
La Persona del Líder,La Persona del Líder,EAA3112,['Veronica Vasquez']
Teoria de Inversiones,Teoria de Inversiones,EAA3210,['Eduardo Walker']
Finanzas Cuantitativas y Gestión de Riesgo,Finanzas Cuantitativas y Gestión de Riesgo,EAA3215,['Marcela Valenzuela']
Finanzas II,Finanzas II,EAA321B,['Ignacio Rodriguez']
Laboratorio de Banca de Inversión,Laboratorio de Banca de Inversión,EAA3241,['Marcos Singer']
Trading en Mercados Financieros Modernos,Trading en Mercados Financieros Modernos,EAA326B,['Vincent Van Kervel']
Seminario Final de Graduacion,Seminario Final de Graduacion,EAA3290,['Ignacio Rodriguez']
Riesgo y Reestructuracion Corporativa,Riesgo y Reestructuracion Corporativa,EAA329D,['Gabriela Clivio']
Estrategias de Comunicación Digital,Estrategias de Comunicación Digital,EAA3315,['Pablo Valenzuela']
Mercados II,Mercados II,EAA331A,['Ricardo Montoya']
Topicos de Marketing,Topicos de Marketing,EAA338B,['Jorge Ibañez']
Retail y Entendimiento del Shopper,Retail y Entendimiento del Shopper,EAA338H,['Claudio Guzmán']
Estrategia de Producto y Marca,Estrategia de Producto y Marca,EAA339H,['Luis Palacios']
Estrategia y Sustentabilidad,Estrategia y Sustentabilidad,EAA3406,['Cristian Ramirez']
Práctica Profesional Administración,Práctica Profesional Administración,EAA3500,['Por Fijar']
Gestión de Operaciones,Gestión de Operaciones,EAA3501,['Simón Maturana']
Análisis de Big Data,Análisis de Big Data,EAA361A,['Cristian Vasquez']
